AREA DEM REP OTH OVERVOTES UNDERVOTES BLANKVOTES TOT
MO-5 150675 72477 5068 0 0 0 0
MO-6 81917 150996 0 0 0 0 0
MO-7 71867 164586 0 0 0 0 0
MO-8 70922 134186 0 0 0 0 0
MO-9 123588 110100 0 0 0 0 0
MT-1 126998 61794 4660 0 0 0 0
MT-2 60445 116932 0 0 0 0 0
NE-1 55508 158836 0 0 0 0 0
NE-2 75210 139384 0 0 0 0 0
NE-3 36899 183901 0 0 0 0 0
NV-1 73242 55391 1885 0 0 0 0
NV-2 36130 99775 4201 0 0 0 0
NH-1 76854 111627 2005 0 0 0 0
NH-2 42257 138975 1179 0 0 0 0
NJ-1 152125 58800 786 0 0 0 0
NJ-2 132841 77231 0 0 0 0 0
NJ-3 122291 105028 2103 0 0 0 0
NJ-4 87908 139295 0 0 0 0 0
NJ-5 69666 171979 0 0 0 0 0
NJ-6 118532 90862 2686 0 0 0 0
NJ-7 56798 165685 799 0 0 0 0
NJ-8 118793 69973 629 0 0 0 0
NJ-9 149493 89166 0 0 0 0 0
NJ-10 111244 21712 0 0 0 0 0
NJ-11 106038 133662 0 0 0 0 0
NJ-12 78167 148042 1624 0 0 0 0
NJ-13 89307 141136 2040 0 0 0 0
NJ-14 115117 58265 1835 0 0 0 0
NM-1 60598 115808 1936 0 0 0 0
NM-2 40063 116006 0 0 0 0 0
NM-3 100470 62351 2388 0 0 0 0
NY-1 94551 107029 0 0 0 0 0
NY-2 97648 80855 0 0 0 0 0
NY-3 120191 112909 2651 0 0 0 0
NY-4 65678 154875 4126 0 0 0 0
NY-5 78429 138560 5202 0 0 0 0
NY-6 120098 25040 0 0 0 0 0
NY-7 97674 43370 0 0 0 0 0
NY-8 104558 62015 0 0 0 0 0
NY-9 71420 63910 0 0 0 0 0
NY-10 115867 42009 2116 0 0 0 0
NY-11 81002 12494 1568 0 0 0 0
NY-12 82047 8609 0 0 0 0 0
NY-13 82610 42737 0 0 0 0 0
NY-14 49776 117041 0 0 0 0 0
NY-15 84404 107644 0 0 0 0 0
NY-16 117759 117759 3639 0 0 0 0
NY-17 162489 33316 3674 0 0 0 0
NY-18 85960 8970 1398 0 0 0 0
NY-19 155067 155067 8472 0 0 0 0
NY-20 102842 106958 3549 0 0 0 0
NY-21 44274 160053 0 0 0 0 0
NY-22 57934 144278 8274 0 0 0 0
NY-23 188144 53060 642 0 0 0 0
NY-24 60188 164019 0 0 0 0 0
NY-25 52434 140256 0 0 0 0 0
NY-26 54663 131257 0 0 0 0 0
NY-27 93601 122215 0 0 0 0 0
NY-28 123334 90324 4403 0 0 0 0
NY-29 48301 138362 11999 0 0 0 0
NY-30 100066 119844 363 0 0 0 0
NY-31 56156 168332 0 0 0 0 0
NY-32 139979 61797 0 0 0 0 0
NY-33 155198 44880 0 0 0 0 0
NY-34 110902 91016 2560 0 0 0 0
NC-1 122815 60153 0 0 0 0 0
NC-2 122292 58312 0 0 0 0 0
NC-3 100185 56096 0 0 0 0 0
NC-4 114462 117436 0 0 0 0 0
NC-5 109831 106599 0 0 0 0 0
NC-6 100263 102925 285 0 0 0 0
NC-7 92157 63625 0 0 0 0 0
NC-8 99731 96354 0 0 0 0 0
NC-9 109099 109420 0 0 0 0 0
NC-10 51860 142873 0 0 0 0 0
NC-11 108284 112598 0 0 0 0 0
ND-1 242968 65761 0 0 0 0 0
OH-1 121577 88859 0 0 0 0 0
OH-2 68597 149856 0 0 0 0 0
OH-3 151398 NA 0 0 0 0 0
OH-4 47018 162199 0 0 0 0 0
OH-5 78809 132582 0 0 0 0 0
OH-6 52727 150101 0 0 0 0 0
OH-7 40621 147885 0 0 0 0 0
OH-8 46673 155200 0 0 0 0 0
OH-9 117985 93210 0 0 0 0 0
OH-10 55172 149337 0 0 0 0 0
OH-11 133096 66278 0 0 0 0 0
OH-12 65215 148899 0 0 0 0 0
OH-13 131923 59610 0 0 0 0 0
OH-14 155729 62366 0 0 0 0 0
OH-15 58870 148311 0 0 0 0 0
OH-16 58048 152399 0 0 0 0 0
OH-17 123014 105449 0 0 0 0 0
OH-18 155759 49356 0 0 0 0 0
OH-19 139605 107957 0 0 0 0 0
OH-20 167115 NA 0 0 0 0 0
OH-21 165247 29500 0 0 0 0 0
OK-1 113919 103098 1076 0 0 0 0
OK-2 148124 51889 0 0 0 0 0
OK-3 137964 39454 0 0 0 0 0
OK-4 109447 60844 1748 0 0 0 0
OK-5 39089 135167 4470 0 0 0 0
OK-6 96994 67601 0 0 0 0 0
OR-1 138393 122247 0 0 0 0 0
OR-2 100152 132649 0 0 0 0 0
OR-3 173438 66394 0 0 0 0 0
OR-4 134190 96487 0 0 0 0 0
OR-5 108919 130424 0 0 0 0 0
PA-1 148123 49559 0 0 0 0 0
PA-2 200484 18224 1587 0 0 0 0
PA-3 152598 85358 830 0 0 0 0
PA-4 114040 86769 0 0 0 0 0
PA-5 53586 141965 0 0 0 0 0
PA-6 NA 181165 0 0 0 0 0
PA-7 124458 124046 0 0 0 0 0
PA-8 112648 108696 0 0 0 0 0
PA-9 59549 118437 0 0 0 0 0
PA-10 44571 150166 0 0 0 0 0
PA-11 108430 76692 0 0 0 0 0
PA-12 134384 57446 2664 0 0 0 0
PA-13 104756 133948 0 0 0 0 0
PA-14 163818 42616 7363 0 0 0 0
PA-15 79490 110338 0 0 0 0 0
PA-16 39515 138477 0 0 0 0 0
PA-17 48935 129716 0 0 0 0 0
PA-18 149628 87521 1340 0 0 0 0
PA-19 44117 141196 1429 0 0 0 0
PA-20 158751 50247 0 0 0 0 0
PA-21 65594 125730 785 0 0 0 0
PA-22 153514 39752 1162 0 0 0 0
PA-23 88957 94952 0 0 0 0 0
RI-1 130584 60026 0 0 0 0 0
RI-2 64341 134282 0 0 0 0 0
SC-1 64022 103288 0 0 0 0 0
SC-2 63932 108085 2010 0 0 0 0
SC-3 88917 61739 1510 0 0 0 0
SC-4 57854 105139 1431 0 0 0 0
SC-5 98513 NA 8778 0 0 0 0
SC-6 97329 63005 2050 0 0 0 0
SD-1 181401 134821 0 0 0 0 0
TN-1 NA 113407 0 0 0 0 0
TN-2 38846 132604 0 0 0 0 0
TN-3 99465 90216 0 0 0 0 0
TN-4 93848 31011 0 0 0 0 0
TN-5 138233 NA 0 0 0 0 0
TN-6 103989 61559 0 0 0 0 0
TN-7 NA 107257 0 0 0 0 0
TN-8 118653 NA 0 0 0 0 0
TN-9 133428 53064 0 0 0 0 0
TX-1 139829 NA 0 0 0 0 0
TX-2 113225 77842 0 0 0 0 0
TX-3 46890 228819 0 0 0 0 0
TX-4 120749 87553 0 0 0 0 0
TX-5 94391 NA 0 0 0 0 0
TX-6 100799 131482 0 0 0 0 0
TX-7 32835 213480 0 0 0 0 0
TX-8 62072 113031 0 0 0 0 0
TX-9 120559 84306 0 0 0 0 0
TX-10 186447 NA 0 0 0 0 0
TX-11 112940 NA 0 0 0 0 0
TX-12 106299 NA 0 0 0 0 0
TX-13 95367 107600 0 0 0 0 0
TX-14 98885 104181 0 0 0 0 0
TX-15 104863 NA 0 0 0 0 0
TX-16 76375 56589 0 0 0 0 0
TX-17 143012 NA 0 0 0 0 0
TX-18 109626 26400 3064 0 0 0 0
TX-19 74044 102805 0 0 0 0 0
TX-20 100443 NA 0 0 0 0 0
TX-21 48039 199909 0 0 0 0 0
TX-22 66495 125225 0 0 0 0 0
TX-23 95721 NA 0 0 0 0 0
TX-24 105210 71703 0 0 0 0 0
TX-25 113946 63974 0 0 0 0 0
TX-26 120451 126641 0 0 0 0 0
TX-27 105516 60283 0 0 0 0 0
UT-1 56619 142952 1146 0 0 0 0
UT-2 105044 105540 3209 0 0 0 0
UT-3 46560 138918 1094 0 0 0 0
VT-1 60360 148025 17530 0 0 0 0
VA-1 79577 118085 2154 0 0 0 0
VA-2 NA 136632 0 0 0 0 0
VA-3 NA 169987 28556 0 0 0 0
VA-4 120093 NA 0 0 0 0 0
VA-5 117738 NA 0 0 0 0 0
VA-6 105207 91344 0 0 0 0 0
VA-7 77624 109110 6397 0 0 0 0
VA-8 97250 125015 1814 0 0 0 0
VA-9 102446 94510 0 0 0 0 0
VA-10 95074 158528 0 0 0 0 0
WA-1 115001 147926 0 0 0 0 0
WA-2 142065 93472 6855 0 0 0 0
WA-3 150432 61219 0 0 0 0 0
WA-4 47158 150322 0 0 0 0 0
WA-5 154988 67438 0 0 0 0 0
WA-6 124367 60721 2953 0 0 0 0
WA-7 174560 71576 1710 0 0 0 0
WA-8 88379 146891 0 0 0 0 0
WV-1 104639 87622 0 0 0 0 0
WV-2 100345 78936 0 0 0 0 0
WV-3 125306 59128 0 0 0 0 0
WV-4 98919 49474 0 0 0 0 0
WI-1 127184 99080 0 0 0 0 0
WI-2 159987 91345 0 0 0 0 0
WI-3 74253 160437 0 0 0 0 0
WI-4 158722 78056 1427 0 0 0 0
WI-5 175243 NA 3364 0 0 0 0
WI-6 54266 170271 0 0 0 0 0
WI-7 146131 92507 0 0 0 0 0
WI-8 73090 161005 3011 0 0 0 0
WI-9 64157 180247 1306 0 0 0 0
WY-1 45857 138234 3813 0 0 0 0
