AREA DEM REP OTH OVERVOTES UNDERVOTES BLANKVOTES TOT
FL-4 124817 125608 0 0 0 0 0
FL-5 NA 1 0 0 0 0 0
FL-6 118756 136415 0 0 0 0 0
FL-7 1 NA 0 0 0 0 0
FL-8 62539 169165 0 0 0 0 0
FL-9 NA 223925 242 0 0 0 0
FL-10 56536 156563 0 0 0 0 0
FL-11 168390 108373 0 0 0 0 0
FL-12 NA 1 0 0 0 0 0
FL-13 93700 231170 0 0 0 0 0
FL-14 173292 142635 0 0 0 0 0
FL-15 67746 132090 0 0 0 0 0
FL-16 153032 67461 0 0 0 0 0
FL-17 1 NA 0 0 0 0 0
FL-18 1 NA 0 0 0 0 0
FL-19 135355 51628 0 0 0 0 0
GA-1 94531 46552 0 0 0 0 0
GA-2 85029 52807 0 0 0 0 0
GA-3 97663 NA 0 0 0 0 0
GA-4 148394 97745 0 0 0 0 0
GA-5 135194 37693 0 0 0 0 0
GA-6 76824 110169 18 0 0 0 0
GA-7 135056 73425 0 0 0 0 0
GA-8 102696 NA 0 0 0 0 0
GA-9 121800 71905 0 0 0 0 0
GA-10 118156 66521 0 0 0 0 0
HI-1 76394 96848 3778 0 0 0 0
HI-2 144802 NA 18006 0 0 0 0
ID-1 70328 135221 0 0 0 0 0
ID-2 127956 68226 5703 0 0 0 0
IL-1 164125 6753 0 0 0 0 0
IL-2 138256 28831 0 0 0 0 0
IL-3 132111 80181 0 0 0 0 0
IL-4 91282 90243 0 0 0 0 0
IL-5 93567 59128 0 0 0 0 0
IL-6 54804 153425 0 0 0 0 0
IL-7 135331 NA 0 0 0 0 0
IL-8 107728 34659 1937 0 0 0 0
IL-9 135583 67604 2000 0 0 0 0
IL-10 60187 158519 0 0 0 0 0
IL-11 131753 72489 0 0 0 0 0
IL-12 54769 165913 0 0 0 0 0
IL-13 74424 174992 0 0 0 0 0
IL-14 57482 161146 0 0 0 0 0
IL-15 55260 140171 0 0 0 0 0
IL-16 72431 128365 0 0 0 0 0
IL-17 132130 71560 0 0 0 0 0
IL-18 94763 114458 0 0 0 0 0
IL-19 132889 73981 0 0 0 0 0
IL-20 153341 69303 0 0 0 0 0
IL-21 105836 95385 0 0 0 0 0
IL-22 139392 75462 0 0 0 0 0
IN-1 138251 41076 0 0 0 0 0
IN-2 116915 102846 0 0 0 0 0
IN-3 97934 116309 0 0 0 0 0
IN-4 80915 132843 0 0 0 0 0
IN-5 116240 90163 0 0 0 0 0
IN-6 71447 192064 0 0 0 0 0
IN-7 80738 130578 0 0 0 0 0
IN-8 141355 87321 0 0 0 0 0
IN-9 147193 60946 0 0 0 0 0
IN-10 105846 68978 0 0 0 0 0
IA-1 71280 112746 1670 0 0 0 0
IA-2 86438 113543 0 0 0 0 0
IA-3 129204 74682 0 0 0 0 0
IA-4 157065 62056 0 0 0 0 0
IA-5 66599 117761 0 0 0 0 0
IA-6 69614 125859 0 0 0 0 0
KS-1 NA 168700 0 0 0 0 0
KS-2 135694 49498 0 0 0 0 0
KS-3 53959 150223 0 0 0 0 0
KS-4 122777 69165 0 0 0 0 0
KS-5 54327 127722 0 0 0 0 0
KY-1 117288 NA 6122 0 0 0 0
KY-2 92184 59907 8 0 0 0 0
KY-3 131981 57387 0 0 0 0 0
KY-4 50575 145609 0 0 0 0 0
KY-5 NA 104467 34 0 0 0 0
KY-6 45339 128898 40 0 0 0 0
KY-7 96946 68165 1 0 0 0 0
LA-1 NA 1 0 0 0 0 0
LA-2 1 NA 0 0 0 0 0
LA-3 1 NA 0 0 0 0 0
LA-4 NA 1 0 0 0 0 0
LA-5 1 NA 0 0 0 0 0
LA-6 NA 1 0 0 0 0 0
LA-7 1 NA 0 0 0 0 0
LA-8 88564 116241 0 0 0 0 0
ME-1 190989 111125 0 0 0 0 0
ME-2 85346 167226 0 0 0 0 0
MD-1 96128 94588 0 0 0 0 0
MD-2 63114 157956 0 0 0 0 0
MD-3 133779 49733 0 0 0 0 0
MD-4 128624 59688 0 0 0 0 0
MD-5 128437 34909 0 0 0 0 0
MD-6 166753 54528 0 0 0 0 0
MD-7 117650 NA 0 0 0 0 0
MD-8 102478 172619 0 0 0 0 0
MA-1 38907 186356 0 0 0 0 0
MA-2 156262 NA 38446 0 0 0 0
MA-3 191005 NA 0 0 0 0 0
MA-4 169729 71661 0 0 0 0 0
MA-5 181860 NA 34339 0 0 0 0
MA-6 177643 77186 0 0 0 0 0
MA-7 188647 NA 0 0 0 0 0
MA-8 165745 40316 0 0 0 0 0
MA-9 160799 NA 0 0 0 0 0
MA-10 187178 93564 0 0 0 0 0
MA-11 169692 40277 0 0 0 0 0
MI-1 127800 10979 1359 0 0 0 0
MI-2 98290 120070 1324 0 0 0 0
MI-3 112605 83769 0 0 0 0 0
MI-4 54428 132270 0 0 0 0 0
MI-5 62868 166569 0 0 0 0 0
MI-6 120581 81079 2960 0 0 0 0
MI-7 150832 47071 1174 0 0 0 0
MI-8 139904 54195 0 0 0 0 0
MI-9 64843 149748 0 0 0 0 0
MI-10 55398 152646 1812 0 0 0 0
MI-11 86526 129085 803 0 0 0 0
MI-12 108158 91780 1859 0 0 0 0
MI-13 99751 13196 1752 0 0 0 0
MI-14 111612 64750 2046 0 0 0 0
MI-15 104596 56963 2283 0 0 0 0
MI-16 132775 NA 3561 0 0 0 0
MI-17 135493 55197 2333 0 0 0 0
MI-18 57643 195579 4003 0 0 0 0
MN-1 161118 67709 986 0 0 0 0
MN-2 96016 131639 46 0 0 0 0
MN-3 99770 215322 517 0 0 0 0
MN-4 181227 67073 2027 0 0 0 0
MN-5 174416 60646 6736 0 0 0 0
MN-6 169486 89209 340 0 0 0 0
MN-7 101011 121396 89 0 0 0 0
MN-8 165656 56630 25 0 0 0 0
MS-1 137445 38381 0 0 0 0 0
MS-2 112401 59827 1403 0 0 0 0
MS-3 164651 20729 0 0 0 0 0
MS-4 110184 88433 2446 0 0 0 0
MS-5 82034 100185 0 0 0 0 0
MO-1 140751 53109 2798 0 0 0 0
MO-2 91645 186450 3014 0 0 0 0
MO-3 150205 86763 2235 0 0 0 0
MO-4 166480 65393 0 0 0 0 0
MO-5 149166 60453 2520 0 0 0 0
MO-6 93128 135883 0 0 0 0 0
MO-7 111244 127939 1728 0 0 0 0
MO-8 84801 117601 0 0 0 0 0
MO-9 160872 76008 0 0 0 0 0
MT-1 115278 74405 0 0 0 0 0
MT-2 78069 97465 0 0 0 0 0
NE-1 72167 146231 104 0 0 0 0
NE-2 112174 109193 908 0 0 0 0
NE-3 45183 170302 16 0 0 0 0
NV-1 101764 53588 3724 0 0 0 0
NV-2 75163 105981 3953 0 0 0 0
NH-1 86623 131824 58 0 0 0 0
NH-2 89677 119742 1575 0 0 0 0
NJ-1 141988 60037 1128 0 0 0 0
NJ-2 134505 67759 2372 0 0 0 0
NJ-3 117024 107479 2107 0 0 0 0
NJ-4 79006 155283 1905 0 0 0 0
NJ-5 54828 175562 1546 0 0 0 0
NJ-6 120125 74824 1649 0 0 0 0
NJ-7 52189 153350 0 0 0 0 0
NJ-8 96036 NA 0 0 0 0 0
NJ-9 142012 68363 1119 0 0 0 0
NJ-10 84681 13848 10944 0 0 0 0
NJ-11 64773 154654 0 0 0 0 0
NJ-12 71596 165918 2023 0 0 0 0
NJ-13 73561 167470 0 0 0 0 0
NJ-14 104001 47293 3146 0 0 0 0
NM-1 84138 89985 3839 0 0 0 0
NM-2 NA 100324 0 0 0 0 0
NM-3 124938 45954 0 0 0 0 0
NY-1 105624 102327 0 0 0 0 0
NY-2 107646 66972 0 0 0 0 0
NY-3 128336 91122 4848 0 0 0 0
NY-4 59479 151038 4869 0 0 0 0
NY-5 68930 134881 3502 0 0 0 0
NY-6 94506 NA 0 0 0 0 0
NY-7 93120 NA 0 0 0 0 0
NY-8 100240 NA 0 0 0 0 0
NY-9 72851 NA 0 0 0 0 0
NY-10 107056 24313 5119 0 0 0 0
NY-11 73755 7418 1985 0 0 0 0
NY-12 74304 5582 0 0 0 0 0
NY-13 81305 27536 0 0 0 0 0
NY-14 57503 99179 0 0 0 0 0
NY-15 64425 107599 3459 0 0 0 0
NY-16 107620 107620 3230 0 0 0 0
NY-17 157339 29156 0 0 0 0 0
NY-18 75459 5764 1643 0 0 0 0
NY-19 77158 37454 23131 0 0 0 0
NY-20 102235 96465 4563 0 0 0 0
NY-21 47294 150443 3870 0 0 0 0
NY-22 54312 144227 5096 0 0 0 0
NY-23 145040 89858 0 0 0 0 0
NY-24 62177 162962 0 0 0 0 0
NY-25 NA 130122 0 0 0 0 0
NY-26 43585 131043 0 0 0 0 0
NY-27 90854 124928 1644 0 0 0 0
NY-28 141976 NA 10395 0 0 0 0
NY-29 51243 132608 8810 0 0 0 0
NY-30 128364 89126 8222 0 0 0 0
NY-31 102777 117710 0 0 0 0 0
NY-32 133917 50229 0 0 0 0 0
NY-33 139604 NA 0 0 0 0 0
NY-34 NA 131078 4797 0 0 0 0
NC-1 118027 63013 0 0 0 0 0
NC-2 128832 NA 0 0 0 0 0
NC-3 95323 NA 0 0 0 0 0
NC-4 131896 95482 0 0 0 0 0
NC-5 110516 99540 0 0 0 0 0
NC-6 70008 116534 0 0 0 0 0
NC-7 102392 49855 0 0 0 0 0
NC-8 99214 93463 0 0 0 0 0
NC-9 71802 139014 0 0 0 0 0
NC-10 71865 112554 0 0 0 0 0
NC-11 108436 106907 0 0 0 0 0
ND-1 212583 84475 2924 0 0 0 0
OH-1 117682 90738 0 0 0 0 0
OH-2 58637 153162 0 0 0 0 0
OH-3 141953 42664 0 0 0 0 0
OH-4 NA 160099 538 0 0 0 0
OH-5 80472 123838 0 0 0 0 0
OH-6 52635 152235 0 0 0 0 0
OH-7 50423 142597 0 0 0 0 0
OH-8 49084 154164 0 0 0 0 0
OH-9 157557 36183 72 0 0 0 0
OH-10 56893 143673 0 0 0 0 0
OH-11 124600 78028 0 0 0 0 0
OH-12 50782 204892 0 0 0 0 0
OH-13 137074 59287 0 0 0 0 0
OH-14 148951 50356 0 0 0 0 0
OH-15 51172 154694 0 0 0 0 0
OH-16 43356 158824 0 0 0 0 0
OH-17 162526 47929 0 0 0 0 0
OH-18 151306 43628 0 0 0 0 0
OH-19 168065 70359 0 0 0 0 0
OH-20 146715 30944 0 0 0 0 0
OH-21 148388 24804 0 0 0 0 0
OK-1 93101 103458 0 0 0 0 0
OK-2 136009 73659 0 0 0 0 0
OK-3 1 NA 0 0 0 0 0
OK-4 1 NA 0 0 0 0 0
OK-5 53668 139182 0 0 0 0 0
OK-6 122887 45239 0 0 0 0 0
OR-1 179915 78626 0 0 0 0 0
OR-2 74700 125366 0 0 0 0 0
OR-3 190684 NA 0 0 0 0 0
OR-4 108483 42220 0 0 0 0 0
OR-5 110782 111489 0 0 0 0 0
PA-1 128076 39749 0 0 0 0 0
PA-2 184322 12365 0 0 0 0 0
PA-3 135590 78909 0 0 0 0 0
PA-4 124041 52402 1256 0 0 0 0
PA-5 42758 153453 0 0 0 0 0
PA-6 114119 65278 1348 0 0 0 0
PA-7 73745 155387 0 0 0 0 0
PA-8 128153 93648 3765 0 0 0 0
PA-9 158702 NA 0 0 0 0 0
PA-10 51179 140096 0 0 0 0 0
PA-11 120706 NA 0 0 0 0 0
PA-12 133081 NA 0 0 0 0 0
PA-13 76424 152191 0 0 0 0 0
PA-14 135181 36719 0 0 0 0 0
PA-15 79127 106951 0 0 0 0 0
PA-16 48169 136944 0 0 0 0 0
PA-17 166289 NA 0 0 0 0 0
PA-18 136924 80975 589 0 0 0 0
PA-19 42819 145381 0 0 0 0 0
PA-20 137472 NA 2144 0 0 0 0
PA-21 38288 141832 0 0 0 0 0
PA-22 123428 47039 0 0 0 0 0
PA-23 63476 105575 1109 0 0 0 0
RI-1 84141 105506 0 0 0 0 0
RI-2 56129 145218 0 0 0 0 0
SC-1 57691 101572 0 0 0 0 0
SC-2 83978 94960 1061 0 0 0 0
SC-3 89071 75571 1183 0 0 0 0
SC-4 90234 82793 0 0 0 0 0
SC-5 107959 46622 0 0 0 0 0
SC-6 120719 37958 0 0 0 0 0
SD-1 223759 88157 0 0 0 0 0
TN-1 29469 119526 3 0 0 0 0
TN-2 77540 99631 3 0 0 0 0
TN-3 108264 80372 2 0 0 0 0
TN-4 94129 NA 22 0 0 0 0
TN-5 155068 NA 72 0 0 0 0
TN-6 123652 38033 2 0 0 0 0
TN-7 35237 142025 4 0 0 0 0
TN-8 94571 56893 1 0 0 0 0
TN-9 126280 NA 28522 0 0 0 0
TX-1 122566 74357 0 0 0 0 0
TX-2 145614 NA 20475 0 0 0 0
TX-3 50627 227882 0 0 0 0 0
TX-4 139379 67337 3152 0 0 0 0
TX-5 95376 59877 1786 0 0 0 0
TX-6 78786 164692 0 0 0 0 0
TX-7 48824 185203 0 0 0 0 0
TX-8 NA 90503 0 0 0 0 0
TX-9 137270 NA 0 0 0 0 0
TX-10 232213 NA 16281 0 0 0 0
TX-11 134207 NA 6533 0 0 0 0
TX-12 135459 NA 997 0 0 0 0
TX-13 98345 89105 0 0 0 0 0
TX-14 111395 96042 1779 0 0 0 0
TX-15 93672 NA 6133 0 0 0 0
TX-16 104514 NA 0 0 0 0 0
TX-17 149064 NA 0 0 0 0 0
TX-18 94408 NA 7235 0 0 0 0
TX-19 53932 113068 0 0 0 0 0
TX-20 94527 36801 2368 0 0 0 0
TX-21 NA 203989 14801 0 0 0 0
TX-22 58471 125733 2280 0 0 0 0
TX-23 116423 60559 3448 0 0 0 0
TX-24 135794 NA 10841 0 0 0 0
TX-25 113499 44043 1494 0 0 0 0
TX-26 86490 194944 12 0 0 0 0
TX-27 105085 NA 0 0 0 0 0
UT-1 87976 130893 0 0 0 0 0
UT-2 112129 80212 2997 0 0 0 0
UT-3 60018 129951 4492 0 0 0 0
VT-1 45330 98937 95661 0 0 0 0
VA-1 49614 135937 22 0 0 0 0
VA-2 106666 62564 6978 0 0 0 0
VA-3 NA 187354 544 0 0 0 0
VA-4 134786 NA 98 0 0 0 0
VA-5 97242 78396 3804 0 0 0 0
VA-6 118369 66935 8 0 0 0 0
VA-7 NA 136988 488 0 0 0 0
VA-8 93561 154761 78 0 0 0 0
VA-9 113309 65410 8 0 0 0 0
VA-10 88284 188550 74 0 0 0 0
WA-1 122646 152265 0 0 0 0 0
WA-2 175191 NA 0 0 0 0 0
WA-3 109412 108794 0 0 0 0 0
WA-4 48850 142938 0 0 0 0 0
WA-5 160654 49657 0 0 0 0 0
WA-6 125904 60346 0 0 0 0 0
WA-7 173809 53902 0 0 0 0 0
WA-8 71920 174942 0 0 0 0 0
WV-1 119256 40732 0 0 0 0 0
WV-2 118356 NA 0 0 0 0 0
WV-3 120192 41478 0 0 0 0 0
WV-4 78812 49753 0 0 0 0 0
WI-1 158552 49620 0 0 0 0 0
WI-2 151501 107457 0 0 0 0 0
WI-3 72935 157513 0 0 0 0 0
WI-4 177283 NA 0 0 0 0 0
WI-5 140518 78307 0 0 0 0 0
WI-6 57552 165923 0 0 0 0 0
WI-7 142197 86077 1893 0 0 0 0
WI-8 72708 167275 0 0 0 0 0
WI-9 62003 185093 0 0 0 0 0
WY-1 56527 118350 2774 0 0 0 0
