AREA DEM REP OTH OVERVOTES UNDERVOTES BLANKVOTES TOT
CA-34 73608 90554 4410 0 0 0 0
CA-35 80388 68442 0 0 0 0 0
CA-36 80448 47417 0 0 0 0 0
CA-37 60463 106581 6544 0 0 0 0
CA-38 75471 53298 0 0 0 0 0
CA-39 63891 112160 0 0 0 0 0
CA-40 76358 147882 0 0 0 0 0
CA-41 77540 107685 0 0 0 0 0
CA-42 85126 30319 0 0 0 0 0
CA-43 76308 167150 0 0 0 0 0
CO-1 82742 49845 2043 0 0 0 0
CO-2 98889 88072 0 0 0 0 0
CO-3 69669 69303 2470 0 0 0 0
CO-4 65421 103121 0 0 0 0 0
CO-5 52914 91933 8933 0 0 0 0
CT-1 102749 67828 1965 0 0 0 0
CT-2 116624 50167 0 0 0 0 0
CT-3 96830 66663 3068 0 0 0 0
CT-4 59918 83990 0 0 0 0 0
CT-5 96738 88162 0 0 0 0 0
CT-6 119537 66664 0 0 0 0 0
DE-1 64863 91689 1014 0 0 0 0
FL-1 85608 49715 0 0 0 0 0
FL-2 112649 25148 0 0 0 0 0
FL-3 1 NA 0 0 0 0 0
FL-4 113302 41647 0 0 0 0 0
FL-5 101867 106319 0 0 0 0 0
FL-6 40654 150694 0 0 0 0 0
FL-7 1 NA 0 0 0 0 0
FL-8 1 NA 0 0 0 0 0
FL-9 89543 56074 0 0 0 0 0
FL-10 NA 1 0 0 0 0 0
FL-11 123346 99757 0 0 0 0 0
FL-12 107037 66610 0 0 0 0 0
FL-13 1 NA 0 0 0 0 0
FL-14 65202 38081 0 0 0 0 0
FL-15 108837 37897 0 0 0 0 0
GA-1 36961 NA 1 0 0 0 0
GA-2 42234 NA 2 0 0 0 0
GA-3 54881 NA 1 0 0 0 0
GA-4 60284 14221 8 0 0 0 0
GA-5 52739 17132 4 0 0 0 0
GA-6 39451 47078 11 0 0 0 0
GA-7 47090 23698 38 0 0 0 0
GA-8 41184 NA 9 0 0 0 0
GA-9 47264 14172 1 0 0 0 0
GA-10 50122 NA 8 0 0 0 0
HI-1 84552 24470 6390 0 0 0 0
HI-2 118272 15697 3988 0 0 0 0
ID-1 57972 86680 0 0 0 0 0
ID-2 60040 80591 0 0 0 0 0
IL-1 47581 33540 158 0 0 0 0
IL-2 80906 11104 2067 0 0 0 0
IL-3 95701 51098 1 0 0 0 0
IL-4 46788 94435 6 0 0 0 0
IL-5 98702 18802 2 0 0 0 0
IL-6 44543 87193 1 0 0 0 0
IL-7 64716 10273 0 0 0 0 0
IL-8 81457 13302 3 0 0 0 0
IL-9 87543 28673 1 0 0 0 0
IL-10 89479 88829 1 0 0 0 0
IL-11 112365 40044 3 0 0 0 0
IL-12 28424 110503 8 0 0 0 0
IL-13 40675 64060 3 0 0 0 0
IL-14 39438 118741 0 0 0 0 0
IL-15 48756 80856 0 0 0 0 0
IL-16 40471 76752 86 0 0 0 0
IL-17 39260 94375 0 0 0 0 0
IL-18 44527 85973 14 0 0 0 0
IL-19 NA 89770 20 0 0 0 0
IL-20 48426 111054 0 0 0 0 0
IL-21 27054 97473 0 0 0 0 0
IL-22 73331 86051 1 0 0 0 0
IL-23 74247 25858 0 0 0 0 0
IL-24 110298 57763 0 0 0 0 0
IN-1 72367 17419 384 0 0 0 0
IN-2 82402 52842 10534 0 0 0 0
IN-3 64336 50145 1381 0 0 0 0
IN-4 42238 80527 2352 0 0 0 0
IN-5 45479 94950 0 0 0 0 0
IN-6 66421 60630 231 0 0 0 0
IN-7 67469 86955 0 0 0 0 0
IN-8 76654 83019 0 0 0 0 0
IN-9 99727 52218 0 0 0 0 0
IN-10 73343 55999 1400 0 0 0 0
IN-11 61504 45809 128 0 0 0 0
IA-1 45037 79940 978 0 0 0 0
IA-2 65450 72644 884 0 0 0 0
IA-3 34880 103659 0 0 0 0 0
IA-4 88526 48308 0 0 0 0 0
IA-5 82333 57377 0 0 0 0 0
IA-6 87139 44320 0 0 0 0 0
KS-1 NA 131037 0 0 0 0 0
KS-2 70460 76419 0 0 0 0 0
KS-3 NA 103265 0 0 0 0 0
KS-4 100139 43854 0 0 0 0 0
KS-5 62402 86011 2353 0 0 0 0
KY-1 44090 NA 7 0 0 0 0
KY-2 36441 NA 18 0 0 0 0
KY-3 37346 17785 1740 0 0 0 0
KY-4 32212 62087 0 0 0 0 0
KY-5 15714 59743 1 0 0 0 0
KY-6 47436 52092 3329 0 0 0 0
KY-7 51559 15861 0 0 0 0 0
LA-1 NA 1 0 0 0 0 0
LA-2 1 NA 0 0 0 0 0
LA-3 NA 1 0 0 0 0 0
LA-4 65583 65317 0 0 0 0 0
LA-5 1 NA 0 0 0 0 0
LA-6 NA 1 0 0 0 0 0
LA-7 1 NA 0 0 0 0 0
LA-8 1 NA 0 0 0 0 0
ME-1 70348 120791 5346 0 0 0 0
ME-2 70691 87939 14407 0 0 0 0
MD-1 46093 80202 0 0 0 0 0
MD-2 98601 49886 0 0 0 0 0
MD-3 91189 NA 0 0 0 0 0
MD-4 43663 71374 0 0 0 0 0
MD-5 64868 19160 0 0 0 0 0
MD-6 126196 14545 0 0 0 0 0
MD-7 51996 NA 6626 0 0 0 0
MD-8 81851 77807 0 0 0 0 0
MA-1 NA 131773 0 0 0 0 0
MA-2 101570 37881 0 0 0 0 0
MA-3 119337 39259 0 0 0 0 0
MA-4 111353 NA 0 0 0 0 0
MA-5 90156 48685 33835 0 0 0 0
MA-6 97099 83511 0 0 0 0 0
MA-7 145615 NA 26017 0 0 0 0
MA-8 102160 28566 6193 0 0 0 0
MA-9 106805 NA 9503 0 0 0 0
MA-10 64868 102080 0 0 0 0 0
MA-11 133644 NA 12044 0 0 0 0
MA-12 176704 NA 0 0 0 0 0
MI-1 89646 6878 0 0 0 0 0
MI-2 45631 97503 1191 0 0 0 0
MI-3 83932 79572 0 0 0 0 0
MI-4 38204 95440 1460 0 0 0 0
MI-5 80622 81794 3028 0 0 0 0
MI-6 97971 74718 0 0 0 0 0
MI-7 105402 29958 2179 0 0 0 0
MI-8 103346 51900 0 0 0 0 0
MI-9 53450 122363 0 0 0 0 0
MI-10 94913 89451 0 0 0 0 0
MI-11 79081 96351 0 0 0 0 0
MI-12 82892 68063 0 0 0 0 0
MI-13 44771 11749 0 0 0 0 0
MI-14 84032 40716 0 0 0 0 0
MI-15 95137 23177 1230 0 0 0 0
MI-16 93387 26827 1889 0 0 0 0
MI-17 106303 NA 5341 0 0 0 0
MI-18 113037 36913 1848 0 0 0 0
MI-19 47165 117122 0 0 0 0 0
MN-1 83271 110090 2568 0 0 0 0
MN-2 61173 145415 0 0 0 0 0
MN-3 67120 128759 0 0 0 0 0
MN-4 95989 69396 0 0 0 0 0
MN-5 91673 55412 2 0 0 0 0
MN-6 115880 93742 10 0 0 0 0
MN-7 93055 106573 6564 0 0 0 0
MN-8 171125 NA 25169 0 0 0 0
MS-1 57358 26734 2059 0 0 0 0
MS-2 57678 35730 0 0 0 0 0
MS-3 101685 8408 0 0 0 0 0
MS-4 34837 68225 29070 0 0 0 0
MS-5 NA 97177 0 0 0 0 0
MO-1 65950 30995 2065 0 0 0 0
MO-2 102911 79495 0 0 0 0 0
MO-3 121565 26881 0 0 0 0 0
MO-4 120748 45116 0 0 0 0 0
MO-5 82140 30360 1631 0 0 0 0
MO-6 76061 96574 0 0 0 0 0
MO-7 66351 104566 0 0 0 0 0
MO-8 96509 63109 0 0 0 0 0
MO-9 135170 45795 0 0 0 0 0
MO-10 99148 52687 0 0 0 0 0
MT-1 86016 64093 0 0 0 0 0
MT-2 57480 75766 0 0 0 0 0
NE-1 71311 99013 0 0 0 0 0
NE-2 77135 70309 0 0 0 0 0
NE-3 35371 141597 0 0 0 0 0
NV-1 132513 44425 6029 0 0 0 0
NH-1 82697 49131 2407 0 0 0 0
NH-2 39546 84535 0 0 0 0 0
NJ-1 106096 26853 671 0 0 0 0
NJ-2 112768 56997 0 0 0 0 0
NJ-3 83349 64730 876 0 0 0 0
NJ-4 69259 41833 2290 0 0 0 0
NJ-5 38108 100739 0 0 0 0 0
NJ-6 56874 89446 1864 0 0 0 0
NJ-7 78358 69543 1217 0 0 0 0
NJ-8 69496 23842 0 0 0 0 0
NJ-9 56888 73478 19789 0 0 0 0
NJ-10 55074 8066 637 0 0 0 0
NJ-11 88294 35642 1238 0 0 0 0
NJ-12 34423 94850 0 0 0 0 0
NJ-13 71808 77301 0 0 0 0 0
NJ-14 67008 21355 16977 0 0 0 0
NJ-15 55944 53108 6834 0 0 0 0
NM-1 70761 118075 0 0 0 0 0
NM-2 95710 NA 0 0 0 0 0
NY-1 67180 90115 2909 0 0 0 0
NY-2 64807 53322 0 0 0 0 0
NY-3 70526 66458 1686 0 0 0 0
NY-4 46508 94711 2083 0 0 0 0
NY-5 60519 84864 0 0 0 0 0
NY-6 80799 44304 9503 0 0 0 0
NY-7 73066 73066 3935 0 0 0 0
NY-8 74872 15165 5165 0 0 0 0
NY-9 51350 42108 1329 0 0 0 0
NY-10 77979 77979 4082 0 0 0 0
NY-11 58997 16206 0 0 0 0 0
NY-12 25697 3580 0 0 0 0 0
NY-13 68837 16002 0 0 0 0 0
NY-14 31339 7516 1890 0 0 0 0
NY-15 49272 20508 2551 0 0 0 0
NY-16 59703 9405 3782 0 0 0 0
NY-17 54228 33071 12662 0 0 0 0
NY-18 53434 60867 0 0 0 0 0
NY-19 59731 59731 2260 0 0 0 0
NY-20 64275 11661 0 0 0 0 0
NY-21 23950 23950 499 0 0 0 0
NY-22 58727 11110 0 0 0 0 0
NY-23 66354 59455 2763 0 0 0 0
NY-24 75397 57451 1615 0 0 0 0
NY-25 31213 114641 679 0 0 0 0
NY-26 41870 87059 10708 0 0 0 0
NY-27 83413 66177 0 0 0 0 0
NY-28 139575 36017 7353 0 0 0 0
NY-29 84705 99518 0 0 0 0 0
NY-30 55785 85478 0 0 0 0 0
NY-31 NA 107791 0 0 0 0 0
NY-32 76251 67071 2149 0 0 0 0
NY-33 58286 82501 6667 0 0 0 0
NY-34 122785 122785 18127 0 0 0 0
NY-35 36428 96119 6046 0 0 0 0
NY-36 99497 31527 3233 0 0 0 0
NY-37 70911 17585 1775 0 0 0 0
NY-38 NA 113928 6204 0 0 0 0
NY-39 79385 56431 0 0 0 0 0
NC-1 67716 16814 0 0 0 0 0
NC-2 61851 15988 1214 0 0 0 0
NC-3 54452 22150 0 0 0 0 0
NC-4 74249 NA 4436 0 0 0 0
NC-5 68778 58161 0 0 0 0 0
NC-6 58193 26882 0 0 0 0 0
NC-7 53696 23146 0 0 0 0 0
NC-8 63168 43942 0 0 0 0 0
NC-9 29761 66157 906 0 0 0 0
NC-10 NA 67004 0 0 0 0 0
NC-11 75460 65832 0 0 0 0 0
ND-1 68016 147712 4586 0 0 0 0
OH-1 38669 73593 1907 0 0 0 0
OH-2 64522 58716 0 0 0 0 0
OH-3 62849 51833 2122 0 0 0 0
OH-4 39360 85575 0 0 0 0 0
OH-5 51071 85547 0 0 0 0 0
OH-6 46318 85592 0 0 0 0 0
OH-7 NA 92507 0 0 0 0 0
OH-8 32493 81156 3 0 0 0 0
OH-9 71709 34326 7093 0 0 0 0
OH-10 35039 99329 0 0 0 0 0
OH-11 37131 89327 4723 0 0 0 0
OH-12 61698 81573 0 0 0 0 0
OH-13 80875 43269 0 0 0 0 0
OH-14 82356 31311 0 0 0 0 0
OH-15 37000 91023 0 0 0 0 0
OH-16 29640 105152 0 0 0 0 0
OH-17 42117 87010 0 0 0 0 0
OH-18 71894 48931 0 0 0 0 0
OH-19 69977 71890 0 0 0 0 0
OH-20 76973 NA 0 0 0 0 0
OH-21 58934 9533 0 0 0 0 0
OH-22 87551 30930 14091 0 0 0 0
OH-23 99975 33732 0 0 0 0 0
OK-1 73886 49404 0 0 0 0 0
OK-2 72583 59853 0 0 0 0 0
OK-3 1 NA 0 0 0 0 0
OK-4 62993 41421 0 0 0 0 0
OK-5 17978 71451 0 0 0 0 0
OK-6 103512 36031 0 0 0 0 0
OR-1 158706 93640 32 0 0 0 0
OR-2 152099 67547 373 0 0 0 0
OR-3 151895 NA 27565 0 0 0 0
OR-4 124745 96953 68 0 0 0 0
PA-1 104412 37913 2837 0 0 0 0
PA-2 132594 25785 3380 0 0 0 0
PA-3 86015 33750 0 0 0 0 0
PA-4 87555 110445 0 0 0 0 0
PA-5 36704 110565 0 0 0 0 0
PA-6 106431 37746 0 0 0 0 0
PA-7 79771 78403 540 0 0 0 0
PA-8 89276 56776 0 0 0 0 0
PA-9 33882 101151 0 0 0 0 0
PA-10 35721 116003 0 0 0 0 0
PA-11 61433 45335 0 0 0 0 0
PA-12 104216 47442 0 0 0 0 0
PA-13 47151 112711 0 0 0 0 0
PA-14 68004 49992 1206 0 0 0 0
PA-15 58077 65986 0 0 0 0 0
PA-16 27386 91910 0 0 0 0 0
PA-17 79234 53613 0 0 0 0 0
PA-18 88299 65088 1284 0 0 0 0
PA-19 28577 105424 0 0 0 0 0
PA-20 97745 37745 0 0 0 0 0
PA-21 73712 65622 0 0 0 0 0
PA-22 99559 39518 0 0 0 0 0
PA-23 61657 73194 0 0 0 0 0
PA-24 48894 87041 0 0 0 0 0
PA-25 68293 62160 16495 0 0 0 0
RI-1 86768 54912 0 0 0 0 0
RI-2 87397 78725 0 0 0 0 0
SC-1 65621 42994 0 0 0 0 0
SC-2 52598 71032 0 0 0 0 0
SC-3 80968 17924 0 0 0 0 0
SC-4 45357 51483 1691 0 0 0 0
SC-5 63013 NA 13207 0 0 0 0
SC-6 69220 NA 0 0 0 0 0
SD-1 64683 64544 0 0 0 0 0
SD-2 55516 70780 0 0 0 0 0
TN-1 50694 92143 4 0 0 0 0
TN-2 27745 125082 6 0 0 0 0
TN-3 108282 NA 13556 0 0 0 0
TN-4 108695 NA 6 0 0 0 0
TN-5 68608 47288 17712 0 0 0 0
TN-6 38954 114630 7 0 0 0 0
TN-7 96863 36003 0 0 0 0 0
TN-8 80776 33679 1462 0 0 0 0
TX-1 73708 20700 0 0 0 0 0
TX-2 66986 28584 0 0 0 0 0
TX-3 NA 96406 0 0 0 0 0
TX-4 58336 36582 0 0 0 0 0
TX-5 35524 34672 397 0 0 0 0
TX-6 66025 35393 0 0 0 0 0
TX-7 22415 128214 0 0 0 0 0
TX-8 39429 24673 0 0 0 0 0
TX-9 50792 29473 0 0 0 0 0
TX-10 94529 29328 0 0 0 0 0
TX-11 53354 49965 0 0 0 0 0
TX-12 46456 21364 0 0 0 0 0
TX-13 75271 25275 0 0 0 0 0
TX-14 63953 24325 0 0 0 0 0
TX-15 54560 27853 0 0 0 0 0
TX-16 53090 22743 0 0 0 0 0
TX-17 69030 32302 0 0 0 0 0
TX-18 36783 NA 1235 0 0 0 0
TX-19 54729 48070 0 0 0 0 0
TX-20 51584 NA 0 0 0 0 0
TX-21 63501 84336 0 0 0 0 0
TX-22 53443 54643 0 0 0 0 0
TX-23 62649 NA 7185 0 0 0 0
TX-24 39201 33314 0 0 0 0 0
UT-1 93892 85028 5074 0 0 0 0
UT-2 68899 121492 4775 0 0 0 0
VT-1 23228 90688 6505 0 0 0 0
VA-1 34578 89158 5 0 0 0 0
VA-2 NA 63512 18 0 0 0 0
VA-3 104550 NA 14667 0 0 0 0
VA-4 NA 77827 46 0 0 0 0
VA-5 83575 NA 44 0 0 0 0
VA-6 NA 88647 156 0 0 0 0
VA-7 46950 84517 9 0 0 0 0
VA-8 56137 2632 52401 0 0 0 0
VA-9 47367 76877 10 0 0 0 0
VA-10 70892 61981 9 0 0 0 0
WA-1 52706 99942 3545 0 0 0 0
WA-2 70620 66793 0 0 0 0 0
WA-3 82616 58270 0 0 0 0 0
WA-4 85602 54389 0 0 0 0 0
WA-5 77201 68761 14887 0 0 0 0
WA-6 71057 43640 2043 0 0 0 0
WA-7 67450 59052 0 0 0 0 0
WV-1 76372 44062 0 0 0 0 0
WV-2 69683 56272 0 0 0 0 0
WV-3 74837 51584 0 0 0 0 0
WV-4 70035 NA 0 0 0 0 0
WI-1 77146 64437 0 0 0 0 0
WI-2 99631 71412 1697 0 0 0 0
WI-3 96326 57060 0 0 0 0 0
WI-4 101575 52125 0 0 0 0 0
WI-5 85067 30185 1165 0 0 0 0
WI-6 48785 114742 1287 0 0 0 0
WI-7 110874 65750 1678 0 0 0 0
WI-8 73925 101856 0 0 0 0 0
WI-9 75207 118386 0 0 0 0 0
WY-1 53522 75855 0 0 0 0 0
