AREA DEM REP OTH
AREA DEM REP OTH
TX-23 59958.13730178001 89218.89140040001 0
TX-22 66261.85297065001 120793.63769189999 0
TX-2 63195.353201699996 122153.6467983 0
TX-21 91193.55870151999 151167.24129848 0
TX-20 93011.83786511999 54521.46213487999 0
TX-19 0 103125.369452 0
TX-18 91020.5844013 36861.615173800004 4592.489826924
TX-17 52316.18830856 100391.41169144 0
TX-16 69080.37255000001 36357.12745 0
TX-15 51752.1091032 49311.59636106 0
TX-14 48055.72070356 110722.07929644 0
TX-13 40158.92527796 108281.17472204 0
TX-12 65085.03503424001 129250.16496576002 0
TX-1 37321.19737773 121031.70262227 0
TX-11 0 110779.4 0
TX-10 62975.68844128 111718.62196484001 0
TN-9 114725.92546284001 45324.282850640004 6598.986687044001
TN-8 57400.13505892 167258.44668134 8380.129911675
TN-7 70011.47182052 125588.21804968001 0
TN-6 59329.805364499996 153877.69463550003 0
TN-5 95954.55198754002 119309.88577122 7021.651126935
TN-4 48920.36130383999 135034.36333608 9118.067637167998
TN-3 61752.79233739 154787.70619403 7933.383510668
TN-2 68126.55460688 162363.84539312 0
TN-1 36859.46561517 163302.61363515002 7873.212428267999
SD-1 0 222564.52218000003 0
SC-7 83553.97280301 157393.12719698998 0
SC-6 128078.52177456001 77193.67822544 0
SC-5 76863.75320344 149081.55585648003 0
SC-4 0 188518.8 0
SC-3 0 188882.7 0
SC-2 89393.3643062 144688.6356938 0
SC-1 98231.36811904 144261.85502664 0
RI-2 92358.70965504 93011.9405352 0
RI-1 106590.07026499997 49932.71408272 0
PA-9 75541.87321733 203908.22678266998 0
PA-8 141921.34001723 140434.95998277 0
PA-7 141593.59921239002 148546.10078761 0
PA-6 168296.14605984 140060.65394016 0
PA-5 189591.54115620002 112901.45884379999 0
PA-4 194708.41492952 146732.78507048 0
PA-3 211209.83474948 0 0
PA-2 148434.01631124 60426.88368876 0
PA-17 174723.21140832 176321.58859168002 0
PA-16 107728.52480229002 188222.37519771003 0
PA-15 75691.5424494 205401.4575506 0
PA-14 0 238779.2 0
PA-13 0 229797 0
PA-12 178645.4088551 143363.5911449 0
PA-1 152827.93901269 201200.96098731 0
PA-11 102851.52667428 188152.07332572003 0
PA-10 138262.3985568 161292.8014432 0
OR-6 131199.70742654 126615.70445704002 0
OR-5 149353.42608312002 155007.97391688 0
OR-4 155412.93417691003 139578.79706296002 16222.946975101
OR-3 191366.49513323995 77745.13657582 0
OR-2 82912.71645384001 172119.68354615997 0
OR-1 188744.50705835 93444.99294164998 0
OK-5 78865.79138403 140510.52984725 0
OK-4 63598.677678269996 161968.64487845998 0
OK-3 45322.14116395 152354.33906839998 0
OK-2 47071.49359104 174552.48036863998 0
OK-1 71333.39193266 143061.96188678002 0
OH-9 149192.43276313003 142462.26723687002 0
OH-8 93678.62914291 198072.67085708998 0
OH-7 141689.84821056 181562.95178944 0
OH-6 84396.5031688 203812.9968312 0
OH-5 90328.08985012 194305.11014988003 0
OH-4 79284.68614044 201018.91385955998 0
OH-3 185468.6841555 82403.48905728 0
OH-2 70468.20783659001 200524.69216341004 0
OH-15 107064.55173812 167179.64826188 0
OH-14 111373.78321725002 195043.71678275 0
OH-13 144611.87256341 151017.02743659 0
OH-12 89183.87706627 193217.22293373 0
OH-1 149158.18157724 158617.41842276 0
OH-11 184135.47623436002 54208.223765639996 0
OH-10 115602.82280652 175482.87719348003 0
NY-9 139702.2151616 0 0
NY-8 129267.60094080001 37304.3990592 0
NY-7 133136.99931856 31017.41709688 0
NY-6 112433.93875941 54912.76124059 0
NY-5 134989.46921759998 29815.330782399997 0
NY-4 146609.54576922 134830.65423078 0
NY-3 150048.82125128 141540.47874872002 0
NY-26 159634.17510612 95089.12489387998 0
NY-25 154878.34706549998 127664.65293450002 0
NY-24 109143.4646575 168831.5353425 0
NY-23 109358.55398000998 182660.54601999 0
NY-22 139522.51472489 134504.58527510997 0
NY-2 115136.20590984 138819.39409016 0
NY-21 105093.76187772 162234.13812228 0
NY-20 159546.13476272003 122052.26523728 0
NY-19 140869.27608380996 140061.82391618998 0
NY-18 131121.748916 128596.251084 0
NY-17 142721.6805378 139997.1194622 0
NY-16 154480.95229314 60628.84770686 0
NY-15 108242.31937983999 18456.880620160002 0
NY-14 107734.4667535 32674.289420840003 0
NY-13 132179.3 0 0
NY-12 189078.53900747 44773.00513924 0
NY-1 153623.89268118 158347.00731882 0
NY-11 95130.936252 117773.063748 0
NY-10 151012.08729621 40424.48787069 0
NV-4 110519.25819527998 103041.14180472 0
NV-3 129655.46142657 127203.63857343001 0
NV-2 95343.21629140001 159693.723618 8424.0337445
NV-1 105477.88344716 111208.33315163999 0
NM-3 89006.6357677 64431.864232299995 0
NM-2 66685.65369492 69006.14630508 0
NM-1 115502.58856746 94775.21143253999 0
NJ-9 108271.06520689999 70583.0917034 5818.832009319999
NJ-8 91789.65984509999 34092.08844075 6917.74905816
NJ-7 142909.91544397 159248.78455603 0
NJ-6 108065.4788525 85793.70519749999 6965.825991250001
NJ-5 145021.33411919998 121401.83127776 9322.631845582
NJ-4 83152.17004312002 174160.23407359998 10665.98248436
NJ-3 140357.42258004 129679.38138020001 9203.593247356002
NJ-2 97295.74367567999 140942.69324625 7643.682748638001
NJ-12 131615.48876156 72233.94607492 0
NJ-1 138015.1484052 95084.53073888998 7132.223258229001
NJ-11 151064.5710501 119117.79627210001 0
NJ-10 117638.83075380001 31281.020492040003 6111.754955424
NH-2 167203.81539522 145323.58460478002 0
NH-1 159251.83863062 158799.06136938 0
NE-3 36119.20520556001 154657.6430782 0
NE-2 94768.57097788001 107932.02902212 0
NE-1 82571.5252089 129721.0747911 0
ND-1 0 163679.05522106998 0
NC-9 99009.5068512 138678.49314880001 0
NC-8 79890.55098534 172237.24901465996 0
NC-7 107124.08304143998 166445.51695855998 0
NC-6 145445.99766368998 114569.58831704999 0
NC-5 92568.05761500001 177206.94238500003 0
NC-4 169760.4503328 96135.54966720002 0
NC-3 75860.8391206 161710.1608794 0
NC-2 185964.30737286003 113943.39262714 0
NC-14 148280.21469936002 115406.68530064 0
NC-13 136297.29273804 139163.90726196 0
NC-12 148209.27445280002 86015.9255472 0
NC-1 141926.52184431002 116281.17815569001 0
NC-11 127377.39801175 172825.1316292 0
NC-10 77999.65880942 185493.74119058 0
MT-2 78890.33497815 150035.27500217 19648.49001968
MT-1 113545.90538109001 134198.01401565 0
MS-4 46765.4746212 123007.454211 0
MS-3 66844.64652312 142762.25347688 0
MS-2 120596.20278146998 73573.09721853 0
MS-1 58835.8665466 144746.3334534 0
MO-8 46675.87665015 185357.25508113002 0
MO-7 58735.40646336001 176807.87311869004 0
MO-6 67297.330509 177754.57080184 0
MO-5 135967.58539428 88747.61726791 0
MO-4 61532.012541309996 176632.53808109 0
MO-3 83728.25698874 188883.14301126002 0
MO-2 130467.15414500002 176422.96086398003 0
MO-1 164388.46685954 51750.33634694 0
MN-8 118309.09667106 183807.10332894002 0
MN-7 82012.55776355999 185571.62530774 0
MN-6 105579.27785799 194872.02214200998 0
MN-5 199558.5824349 71167.74463773001 0
MN-4 183399.75321988 97884.84678011999 0
MN-3 187425.53808964 136618.76191036 0
MN-2 156848.87909939 146608.80448517 0
MN-1 118589.33837449999 152172.71722905 11544.452865645
MI-9 93317.489667 212876.20106556002 11107.512440452001
MI-8 149089.42881793002 139037.60973108 9250.888215001
MI-7 157656.53318887998 152390.73082991998 0
MI-6 200891.46110780002 120274.03889220001 0
MI-5 89779.19586192003 178120.07819532 9537.128717124
MI-4 114696.74014326 166017.58660965 9421.964543001
MI-3 146340.49498112 135643.24939104 11659.455627840001
MI-2 84109.63287474 186126.04214819998 0
MI-13 136287.65896422 60732.32138339999 8689.825823674
MI-12 166217.7573004 64444.906022769996 0
MI-1 111856.02555963003 199189.92079582 10945.943984793
MI-11 180662.09136227 141587.80863773 0
MI-10 135481.07930396 155060.98137829 12411.236288216998
ME-2 137551.30391999998 135700.859912 0
